country,year,hdi,gini,hom,ppincppp,pov,homale,country_id,linc,lhom,lhomale
Peru,2011,0.73000002,44.700001,5.4899998,10400.95,38.099998,9.0799999,9,9.2496529,1.7029282,2.2060742
Peru,2012,0.74000001,44.400002,6.6199999,10679.8,35.299999,11.06,9,9.2761097,1.8900954,2.4033351
Peru,2013,0.75,43.900002,6.6999998,11196.38,34.5,11.37,9,9.3233461,1.9021075,2.4309783
Peru,2014,0.75999999,43.099998,6.8400002,11410.33,33.400002,11.39,9,9.3422747,1.9227878,2.4327359
Peru,2015,0.75999999,43.400002,7.3200002,11481.46,32.700001,11.88,9,9.3484888,1.9906104,2.4748564
Peru,2016,0.76999998,43.599998,7.8200002,11933.6,31.799999,12,9,9.3871136,2.0566845,2.4849067
Peru,2017,0.76999998,43.299999,7.8699999,12442.75,32.599998,11.49,9,9.4288931,2.0630581,2.4414771
Peru,2018,0.77999997,42.400002,7.6100001,13001.46,30.4,11.94,9,9.4728165,2.0294633,2.4798942
Peru,2019,0.77999997,41.599998,7.27,13275.28,28.9,11.57,9,9.493659,1.9837563,2.4484155
Peru,2020,0.75999999,43.799999,5.71,11813.99,43,9.1899996,9,9.3770399,1.742219,2.2181158
Peru,2021,0.75999999,40.200001,5.8893752,13830.57,33.700001,10.032313,9,9.5346365,1.77315,2.3058112
Suriname,1990,0.65385479,57.900002,13.950099,6487.9702,44.5,18.147715,10,8.7777052,2.6354866,2.8985445
Suriname,1991,0.65693462,57.900002,13.69314,6835.0698,44.5,17.864962,10,8.8298216,2.616895,2.8828413
Suriname,1992,0.65832841,57.900002,13.600974,6959.5698,44.5,17.783188,10,8.8478727,2.6101415,2.8782535
Suriname,1993,0.65607274,57.900002,13.86548,6602.2798,44.5,18.136412,10,8.7951698,2.6294024,2.8979216
Suriname,1994,0.65881133,57.900002,13.64188,6904.3198,44.5,17.894341,10,8.8399029,2.6131444,2.8844845
Suriname,1995,0.6593827,57.900002,13.630089,6920.25,44.5,17.910591,10,8.842207,2.6122797,2.8853922
Suriname,1996,0.66019189,57.900002,13.595053,6967.5801,44.5,17.898493,10,8.8490229,2.6097059,2.8847165
Suriname,1997,0.66347861,57.900002,13.317883,7341.98,44.5,17.591089,10,8.9013634,2.5891078,2.8673925
Suriname,1998,0.66474456,57.900002,13.238207,7449.6099,44.5,17.524548,10,8.9159174,2.583107,2.8636026
Suriname,1999,0.66414487,57.900002,13.340867,7310.9399,44.5,17.680384,10,8.8971272,2.590832,2.8724558
Suriname,2000,0.66629177,57.900002,14.2,7497.48,44.5,18.826252,10,8.9223223,2.6532419,2.9352522
Suriname,2001,0.66952652,57.900002,16.209999,7850.77,44.5,21.461899,10,8.9683666,2.7856283,3.0662792
Suriname,2002,0.67130601,57.900002,11.5,8059.5898,44.5,15.440141,10,8.9946184,2.442347,2.7369707
Suriname,2003,0.67583978,57.900002,11.91,8595.7197,44.5,16.025379,10,9.05902,2.4773784,2.7741737
Suriname,2004,0.67000002,57.900002,9.0100002,9449.3203,44.5,12.366044,10,9.153698,2.1983352,2.5149543
Suriname,2005,0.68000001,57.900002,13.37,10072.76,44.5,18.040112,10,9.2175903,2.5930133,2.8925977
Suriname,2006,0.69,57.900002,11.88,10863.02,44.5,16.192265,10,9.2931194,2.4748564,2.7845337
Suriname,2007,0.69999999,57.900002,8.5200005,11595.3,44.5,11.44,10,9.3583555,2.1424165,2.4371159
Suriname,2008,0.70999998,57.900002,8.0500002,12169.23,44.5,12.28,10,9.4066658,2.0856721,2.507972
Suriname,2009,0.72000003,57.900002,9.5178995,12475,44.5,13.323963,10,9.4314823,2.2531741,2.5895641
Suriname,2010,0.72000003,57.900002,9.0334969,13129.33,44.5,12.763928,10,9.482604,2.2009397,2.546623
Suriname,2011,0.73000002,57.900002,8.3665714,14030.21,44.5,11.981123,10,9.5489683,2.1242442,2.4833324
Suriname,2012,0.73000002,57.900002,7.4204984,15308.16,44.5,10.858132,10,9.6361418,2.0042462,2.3849144
Suriname,2013,0.73000002,57.900002,5.1399999,16318.6,44.5,9.1999998,10,9.7000608,1.637053,2.2192035
Suriname,2014,0.74000001,57.900002,5.6199999,16764.039,44.5,9.1099997,10,9.7269917,1.7263316,2.2093728
Suriname,2015,0.74000001,57.900002,5.9099998,16721.301,44.5,7.9899998,10,9.7244387,1.7766458,2.0781908
Suriname,2016,0.75,57.900002,7.0500002,14633.19,44.5,8.6000004,10,9.5910473,1.9530276,2.1517622
Suriname,2017,0.75,57.900002,6.1300001,17753.061,44.5,8.5200005,10,9.7843132,1.8131948,2.1424165
Suriname,2018,0.75999999,57.900002,6.4000001,18881.619,44.5,10.46,10,9.8459444,1.856298,2.3475585
Suriname,2019,0.75999999,57.900002,5,19231.65,44.5,7.6799998,10,9.8643131,1.6094379,2.0386195
Suriname,2020,0.74000001,57.900002,9.0600004,16187.82,44.5,14.87,10,9.6920147,2.2038691,2.6993458
Suriname,2021,0.73000002,57.900002,5.71,16294.49,44.5,9.1700001,10,9.6985826,1.742219,2.2159374
Uruguay,1990,0.69999999,50.063511,6.6100001,6655.4102,21.416487,9.0621014,11,8.8031855,1.8885837,2.2041011
Uruguay,1991,0.70999998,49.804253,6.1900001,7082.25,21.172522,8.3989201,11,8.8653469,1.8229351,2.128103
Uruguay,1992,0.70999998,49.384892,5.77,7772.6699,20.305204,7.6549954,11,8.9583693,1.7526721,2.0353584
Uruguay,1993,0.70999998,49.172726,6.4726329,8121.98,20.448481,9.148572,11,9.0023289,1.8675829,2.2135978
Uruguay,1994,0.72000003,48.731339,6.5870342,8848.6602,19.592316,9.4080172,11,9.0880213,1.8851032,2.2415621
Uruguay,1995,0.72000003,48.729027,5.9499998,8852.4902,20.309572,8.4634962,11,9.0884542,1.7833912,2.1357625
Uruguay,1996,0.72000003,48.358006,6.3499999,9463.3301,19.779327,9.3016281,11,9.15518,1.8484548,2.2301896
Uruguay,1997,0.74000001,47.795139,7.4899998,10390,18.636211,11.446963,11,9.2485991,2.0135689,2.4377246
Uruguay,1998,0.74000001,47.471725,7.48,10922.46,18.216932,11.530494,11,9.2985764,2.0122328,2.4449952
Uruguay,1999,0.75,47.51347,6.5900002,10853.76,19.059742,10.127337,11,9.2922668,1.8855534,2.3152382
Uruguay,2000,0.75,47.520874,6.5,10841.59,19.914141,10.226795,11,9.2911453,1.8718022,2.3250113
Uruguay,2001,0.75999999,47.648468,6.5999999,10631.55,21.27096,10.747632,11,9.2715816,1.8870696,2.3746855
Uruguay,2002,0.75999999,48.065006,6.9899998,9945.8203,23.805639,11.96644,11,9.2049074,1.9444805,2.482106
Uruguay,2003,0.76999998,47.903233,5.9499998,10212.17,23.828737,10.17509,11,9.2313356,1.7833912,2.3199425
Uruguay,2004,0.76999998,47.425251,6.04,10999.1,22.82572,10.370121,11,9.3055687,1.798404,2.3389287
Uruguay,2005,0.76999998,46.710339,5.73,12176.09,20.827497,9.6851473,11,9.4072294,1.7457155,2.2705934
Uruguay,2006,0.76999998,45.900002,6.0799999,13048.08,22.299999,9.9300003,11,9.4763966,1.8050047,2.2955606
Uruguay,2007,0.76999998,46.400002,5.8299999,14250,19.6,10.09,11,9.5645123,1.7630169,2.3115449
Uruguay,2008,0.76999998,45.099998,6.6199999,15530.65,14.7,11,11,9.6505709,1.8900954,2.3978953
Uruguay,2009,0.77999997,45.5,6.7600002,16254.33,13.6,11.22,11,9.6961145,1.9110229,2.4176979
Uruguay,2010,0.79000002,44.5,6.1100001,17688.381,12,10.14,11,9.7806635,1.8099267,2.316488
Uruguay,2011,0.79000002,42.200001,5.9200001,18937.199,8.5,9.7399998,11,9.8488836,1.7783364,2.2762411
Uruguay,2012,0.80000001,39.900002,7.9200001,19290.289,7.8000002,14.08,11,9.8673573,2.0693913,2.6447554
Uruguay,2013,0.81,40.5,7.6900001,20445.561,7.4000001,12.62,11,9.9255209,2.0399208,2.5352829
Uruguay,2014,0.81,40.099998,7.9000001,21645.119,6.3000002,13.25,11,9.9825354,2.0668628,2.5839975
Uruguay,2015,0.81,40.099998,8.6099997,21948.77,6,14.78,11,9.9964666,2.1529243,2.693275
Uruguay,2016,0.81999999,39.700001,7.8200002,22618.689,5.5999999,13.46,11,10.026532,2.0566845,2.5997224
Uruguay,2017,0.81999999,39.5,8.2700005,23384.74,4.5999999,13.78,11,10.059839,2.1126347,2.6232183
Uruguay,2018,0.81999999,39.700001,12.28,23950.391,4.9000001,21.959999,11,10.08374,2.507972,3.0892227
Uruguay,2019,0.81999999,39.700001,11.49,24551.75,5.0999999,20.85,11,10.108539,2.4414771,3.037354
Uruguay,2020,0.81999999,40.200001,9.8599997,23309.789,7.1999998,18.07,11,10.056628,2.2884862,2.894253
Uruguay,2021,0.81,40.799999,8.8999996,25663.41,6.6999998,15.97,11,10.152822,2.1860511,2.7707119
Venezuela,1990,0.66000003,45.459068,12.53,9533.1299,48.770264,23.1,12,9.162528,2.5281258,3.1398327
Venezuela,1991,0.67000002,45.168976,12.37,10560.14,43.742764,22.672449,12,9.264842,2.5152743,3.1211505
Venezuela,1992,0.68000001,42.099998,15.78,11192.93,35,29.23,12,9.3230371,2.7587433,3.3751955
Venezuela,1993,0.68000001,44.936954,20.27,11233.85,43.27219,37.529999,12,9.3266869,3.0091419,3.6251407
Venezuela,1994,0.68000001,45.50914,21.870001,10961.48,46.814571,40.59,12,9.3021431,3.0851159,3.7035217
Venezuela,1995,0.68000001,47.200001,20.27,11388.12,51.200001,37.859959,12,9.3403263,3.0091419,3.633894
Venezuela,1996,0.68000001,46.210873,21.98,11335.35,47.694305,40.689999,12,9.335681,3.090133,3.7059824
Venezuela,1997,0.69,46.508648,18.34,12017.63,44.61898,33.509998,12,9.3941298,2.9090846,3.5118439
Venezuela,1998,0.69,48.099998,19.360001,11946.84,48.299999,35.43,12,9.3882217,2.9632092,3.567559
Venezuela,1999,0.68000001,47.799999,24.93,11171.73,53.099998,46.209999,12,9.3211422,3.2160718,3.8331962
Venezuela,2000,0.68000001,47.017982,32.84,11622.61,53.271561,61.279999,12,9.3607073,3.4916472,4.1154537
Venezuela,2001,0.69,47.200001,31.99,12064.38,51.200001,59.98,12,9.3980122,3.4654233,4.0940113
Venezuela,2002,0.69999999,49,37.970001,10968.67,60.700001,69.150002,12,9.3027983,3.6367965,4.2362781
Venezuela,2003,0.69,48.099998,43.990002,10137.18,67,82.540001,12,9.2239647,3.7839625,4.4132829
Venezuela,2004,0.70999998,47.5,37.060001,12103.94,61.5,69.5,12,9.4012861,3.6125383,4.2413268
Venezuela,2005,0.72000003,49.5,37.360001,13543.37,51.200001,70.519997,12,9.5136528,3.6206007,4.2558961
Venezuela,2006,0.73000002,44.799999,45.23,15094.29,38.799999,85.510002,12,9.6220722,3.8117607,4.4486332
Venezuela,2007,0.75,45.2351,47.799999,16600.119,33.847691,90.760002,12,9.717165,3.8670256,4.5082188
Venezuela,2008,0.75999999,44.58638,52.23,17550.811,29.694012,99.309998,12,9.7728558,3.955657,4.5982461
Venezuela,2009,0.75999999,45.898468,49.369999,16859.83,35.569035,93.540001,12,9.7326889,3.899343,4.5383892
Venezuela,2010,0.75999999,46.974712,45.549999,16581.82,38.681107,85.82,12,9.7160625,3.8188107,4.4522519
Venezuela,2011,0.75999999,46.560654,48.450001,17402.279,35.273968,91.650002,12,9.7643566,3.8805323,4.5179768
Venezuela,2012,0.76999998,46.966747,54.540001,16838.9,41.028362,103.05,12,9.7314472,3.9989345,4.6352143
Venezuela,2013,0.76999998,48.997055,37.123913,17419.176,38.032795,69.177208,12,9.7653265,3.6142614,4.2366714
Venezuela,2014,0.76999998,46.61113,63.029999,17467.313,40.804005,119.36123,12,9.7680864,4.143611,4.7821546
Venezuela,2015,0.76999998,48.13805,51.27,17873.098,39.185719,96.160004,12,9.7910519,3.9371059,4.5660133
Venezuela,2016,0.75999999,47.839359,56.619999,18187.803,39.141846,106.52,12,9.808506,4.0363622,4.6683326
Venezuela,2017,0.74000001,48.872009,47.98,18795.896,36.484501,89.980003,12,9.8413935,3.8707843,4.4995875
Venezuela,2018,0.74000001,50.134037,38.211517,19277.168,34.559387,71.015129,12,9.8666763,3.643137,4.2628927
Venezuela,2019,0.72000003,50.103016,40.98,19615.107,34.218678,76.329788,12,9.8840551,3.7130842,4.3350635
Venezuela,2020,0.69999999,51.528072,29.43,20134.076,31.941391,53.877426,12,9.9101686,3.3820145,3.9867115
Venezuela,2021,0.69,52.807442,19.309999,20635.424,29.854675,34.197987,12,9.9347649,2.960623,3.5321667
